FID;PSID;CSID;DSID;ordid;price;quantity
35665;18;76;5325;15182;4;5
35666;18;91;5257;15158;4;4
35667;18;82;5121;15144;4;2
35668;18;95;5265;15135;4;6
35669;18;75;5344;15107;4;1
35670;18;88;5130;15096;4;5
35671;18;68;5209;15082;4;6
35672;18;84;5210;15066;4;5
35673;18;75;5179;15040;4;6
37981;20;94;5143;12870;30;4
37982;20;95;5199;12861;30;5
37983;20;77;5331;12824;30;3
37984;20;70;5190;12771;30;5
37985;20;70;5254;12767;30;3
37986;20;70;5142;12763;30;1
37987;20;87;5280;12748;30;1
37988;21;69;5142;16217;12;2
37989;21;83;5408;16202;12;3
37990;21;88;5368;16165;12;4
37991;21;67;5451;16163;12;3
37992;21;81;5367;16124;12;5
37993;21;82;5419;16093;12;1
37994;21;81;5244;16091;12;1
37995;21;73;5151;16080;12;6
37996;21;96;5157;16053;12;1
37997;21;85;5211;16038;12;3
37998;21;82;5154;16026;12;1
37999;21;72;5372;16012;12;3
38000;21;73;5197;16001;12;3
38001;21;91;5357;15993;12;4
38002;21;90;5142;15985;12;5
38003;21;86;5405;15980;12;5
38004;21;97;5322;15978;12;6
38005;21;93;5224;15974;12;5
38006;21;68;5276;15971;12;5
38007;21;82;5260;15948;12;4
38008;21;81;5318;15921;12;6
38009;21;96;5395;15865;12;6
38010;21;67;5463;15806;12;2
38011;21;92;5207;15790;12;2
38012;21;68;5133;15785;12;6
38013;21;89;5474;15773;12;6
38014;21;81;5408;15759;12;2
38015;21;75;5254;15741;12;3
38016;21;91;5424;15717;12;5
38017;21;96;5442;15706;12;5
38018;21;71;5198;15650;12;6
38019;21;80;5382;15531;12;2
38020;21;84;5358;15527;12;1
38021;21;78;5152;15523;12;5
38022;21;75;5446;15472;12;6
38023;21;74;5369;15470;12;2
38024;21;71;5216;15437;12;4
38025;21;97;5327;15421;12;5
38026;21;93;5278;15419;12;1
38027;21;70;5462;15416;12;5
38028;21;69;5297;15415;12;2
38029;21;78;5411;15404;12;2
38030;21;75;5223;15393;12;3
38031;21;87;5466;15381;12;6
38032;21;93;5161;15380;12;1
38033;21;77;5358;15375;12;4
38034;21;72;5450;15362;12;1
38035;21;71;5313;15342;12;3
38036;21;95;5136;15321;12;3
38037;21;79;5198;15313;12;5
38038;21;72;5247;15310;12;3
38039;21;87;5224;15302;12;5
38040;21;69;5306;15299;12;2
38041;21;81;5223;15275;12;4
38042;21;97;5156;15239;12;6
38043;21;72;5255;15224;12;2
38044;21;80;5256;15088;12;5
38045;21;95;5150;15068;12;1
38046;21;93;5365;15064;12;5
38047;21;75;5179;15051;12;5
38048;21;86;5341;15044;12;1
38049;21;71;5366;15023;12;4
38050;21;94;5221;15013;12;6
38051;21;73;5365;14980;12;6
38052;21;79;5263;14974;12;6
38053;21;89;5450;14972;12;5
38054;21;75;5211;14963;12;4
38055;21;73;5227;14883;12;6
38056;21;70;5377;14860;12;6
38057;21;83;5281;14840;12;5
38058;21;69;5346;14837;12;5
38059;21;97;5249;14824;12;4
38060;21;88;5247;14822;12;2
38061;21;78;5201;14800;12;3
38062;21;81;5417;14783;12;2
38063;21;84;5140;14778;12;5
38064;21;95;5289;14724;12;2
38065;21;80;5212;14675;12;5
38066;21;84;5165;14655;12;6
38067;21;74;5281;14631;12;4
38068;21;95;5475;14611;12;5
38069;21;75;5255;14601;12;5
38070;21;69;5229;14600;12;5
38071;21;94;5196;14547;12;1
38072;21;92;5293;14544;12;5
38073;21;91;5407;14509;12;6
38074;21;94;5158;14494;12;2
38075;21;73;5320;14484;12;5
38076;21;94;5196;14462;12;5
38077;21;71;5461;14460;12;6
38078;21;89;5190;14455;12;3
38079;21;76;5242;14414;12;4
38080;21;79;5471;14410;12;1
38081;21;69;5317;14395;12;2
38082;21;81;5202;14368;12;6
38083;21;92;5239;14351;12;4
38084;21;79;5402;14344;12;6
38085;21;78;5161;14306;12;3
38086;21;69;5394;14238;12;2
38087;21;77;5219;14234;12;6
38088;21;84;5249;14230;12;5
38089;21;92;5325;14216;12;1
38090;21;85;5216;14183;12;4
38091;21;93;5194;14149;12;3
38092;21;80;5175;14111;12;2
38093;21;81;5423;14103;12;2
38094;21;73;5213;14089;12;2
38095;21;71;5412;14087;12;2
38096;21;90;5364;14068;12;5
38097;21;94;5258;14063;12;6
38098;21;75;5268;14060;12;1
38099;21;96;5304;14057;12;1
38100;21;78;5175;14038;12;6
38101;21;95;5246;14020;12;5
38102;21;71;5285;14006;12;4
38103;21;76;5467;13893;12;5
38104;21;76;5226;13833;12;1
38105;21;76;5158;13829;12;6
38106;21;78;5224;13811;12;2
38107;21;92;5402;13781;12;3
38108;21;73;5471;13754;12;2
38109;21;91;5443;13697;12;5
38110;21;82;5375;13620;12;1
38111;21;78;5374;13599;12;5
38112;21;90;5353;13577;12;3
38113;21;81;5341;13559;12;6
38114;21;81;5344;13547;12;6
38115;21;78;5137;13514;12;1
38116;21;81;5318;13497;12;2
38117;21;95;5358;13490;12;4
38118;21;77;5209;13479;12;4
38119;21;82;5135;13464;12;3
38120;49;81;5214;15723;380;4
38121;49;86;5157;15722;380;4
38122;49;78;5150;15716;380;3
38123;49;87;5124;15690;380;4
38124;49;79;5353;15657;380;3
38125;49;74;5450;15641;380;2
38126;49;75;5457;15592;380;1
38127;49;67;5176;15582;380;5
38128;49;87;5288;15574;380;5
38129;49;97;5397;15532;380;3
38130;49;71;5325;15424;380;4
38131;49;67;5449;15373;380;6
38132;49;84;5397;15364;380;2
38133;49;72;5450;15362;380;2
38134;49;97;5472;15345;380;5
38135;49;83;5465;15309;380;3
38136;49;80;5420;15307;380;6
38137;49;67;5235;15296;380;6
38138;49;79;5262;15277;380;2
38139;49;90;5325;15256;380;3
38140;49;90;5162;15237;380;4
38141;49;73;5258;15176;380;6
38142;49;96;5307;15173;380;1
38143;49;88;5228;15167;380;1
38144;49;81;5316;15161;380;1
38145;49;92;5215;15127;380;1
38146;49;92;5142;15065;380;2
38147;49;81;5332;15060;380;4
38148;49;72;5397;15053;380;5
38149;49;77;5431;15034;380;3
38150;49;71;5299;15011;380;1
38151;49;97;5248;14999;380;5
38152;49;68;5286;14947;380;3
38153;49;89;5457;14931;380;4
38154;49;92;5412;14917;380;6
38155;49;69;5219;14901;380;4
38156;49;85;5461;14878;380;3
38157;49;76;5462;14857;380;4
38158;49;84;5156;14844;380;1
38159;49;69;5339;14842;380;6
38160;49;80;5254;14839;380;1
38161;49;97;5249;14824;380;2
38162;49;97;5271;14821;380;1
38163;49;91;5135;14805;380;5
38164;49;75;5196;14794;380;3
38165;49;94;5469;14762;380;5
38166;49;82;5300;14759;380;6
38167;49;90;5229;14716;380;4
38168;49;96;5182;14702;380;6
38169;49;73;5217;14671;380;4
38170;49;81;5363;14648;380;1
38171;49;75;5269;14605;380;5
38172;49;90;5233;14596;380;6
38173;49;89;5293;14563;380;6
38174;49;89;5119;14535;380;6
38175;49;77;5294;14500;380;1
38176;49;74;5458;14437;380;3
38177;49;84;5231;14422;380;4
38178;49;81;5210;14401;380;2
38179;49;77;5345;14321;380;1
38180;49;92;5338;14274;380;3
38181;49;79;5378;14204;380;4
38182;49;89;5371;14172;380;3
38183;49;72;5130;14148;380;2
38184;49;92;5325;14141;380;5
38185;49;76;5196;14090;380;6
38186;49;81;5294;14086;380;3
38187;49;89;5287;14048;380;5
38188;49;82;5276;14000;380;5
38189;49;95;5190;13995;380;5
38190;49;75;5342;13988;380;4
38191;49;93;5253;13963;380;5
38192;49;73;5469;13885;380;3
38193;49;79;5356;13780;380;5
38194;49;96;5363;13775;380;6
38195;49;75;5312;13772;380;5
38196;49;68;5339;13752;380;2
38197;49;78;5183;13646;380;6
38198;49;78;5345;13637;380;1
38199;49;81;5316;13631;380;1
38200;49;79;5346;13621;380;4
38201;49;68;5383;13605;380;4
38202;49;86;5211;13576;380;1
38203;49;80;5349;13532;380;2
38204;49;67;5139;13531;380;6
38205;49;87;5326;13478;380;5
38206;49;76;5422;13477;380;4
38207;49;84;5438;13439;380;6
38208;49;76;5271;13437;380;4
38209;49;73;5198;13435;380;2
38210;49;91;5232;13373;380;6
38211;49;79;5319;13334;380;3
30339;16;78;5027;10874;5.5;1
30340;16;92;4894;10836;5.5;2
30341;16;91;5008;10824;5.5;4
30342;16;77;4925;10806;5.5;2
30343;16;89;5091;10759;5.5;2
30344;16;73;5066;10715;5.5;2
30345;16;75;4861;10712;5.5;5
30346;16;95;4997;10704;5.5;1
30347;16;79;4860;10674;5.5;6
30348;16;87;4982;10645;5.5;5
30349;16;94;4836;10642;5.5;3
30350;16;82;5101;10641;5.5;3
30351;16;82;4779;10621;5.5;2
30352;16;96;4897;10614;5.5;6
30353;16;70;4786;10590;5.5;6
30354;16;84;4984;10535;5.5;2
30355;16;72;4975;10522;5.5;5
30356;16;92;4962;10514;5.5;1
30357;16;87;4982;10508;5.5;6
30358;16;94;4864;10485;5.5;2
30359;16;70;5045;10469;5.5;6
30360;16;82;5093;10437;5.5;3
30361;16;96;4867;10428;5.5;3
30362;16;88;4805;10396;5.5;5
30363;16;67;4926;10395;5.5;1
30364;16;74;5034;10354;5.5;5
30365;16;67;4999;10282;5.5;3
30366;16;93;5083;10274;5.5;3
30367;16;70;4921;10259;5.5;6
30368;16;67;5073;10117;5.5;6
30369;16;75;4809;10076;5.5;2
30370;16;73;4989;10073;5.5;4
30371;16;85;4891;10053;5.5;1
30372;16;76;4789;9995;5.5;6
30373;16;75;5034;9992;5.5;5
30374;16;89;4926;9975;5.5;5
30375;16;90;4938;9921;5.5;3
30376;16;79;5045;9854;5.5;1
30377;16;83;4993;9847;5.5;4
30378;16;74;4893;9832;5.5;6
30379;16;90;4774;9777;5.5;1
30380;16;73;4932;9771;5.5;4
30381;16;80;5041;9767;5.5;1
30382;16;69;4789;9703;5.5;2
30383;16;95;4830;9672;5.5;5
30384;16;71;4772;9606;5.5;4
30385;16;83;4839;9568;5.5;6
30386;16;86;5030;9530;5.5;6
30387;16;89;4873;9509;5.5;2
30388;16;78;5095;9470;5.5;6
30389;16;92;4958;9457;5.5;4
30390;16;92;4751;9428;5.5;4
30391;17;74;5029;12718;40;5
30392;17;82;5043;12684;40;3
30393;17;78;4776;12683;40;2
30394;17;80;4912;12676;40;3
30395;17;80;4975;12640;40;6
30396;17;72;4829;12620;40;6
30397;17;86;4951;12612;40;6
30398;17;90;4954;12589;40;1
30399;17;80;5106;12581;40;2
30400;17;77;4939;12561;40;1
30401;17;70;5051;12560;40;3
30402;17;83;4987;12552;40;5
30403;17;73;4846;12539;40;3
30404;17;91;5006;12538;40;3
30405;17;89;4808;12508;40;1
30406;17;94;4888;12498;40;3
30407;17;87;4908;12441;40;5
30408;17;87;4795;12397;40;4
30409;17;93;5073;12396;40;6
30410;17;75;4814;12373;40;3
30411;17;89;4890;12338;40;4
30412;17;71;4972;12331;40;1
30413;17;89;5013;12306;40;3
30414;17;77;4920;12297;40;6
30415;17;73;4847;12210;40;6
30416;17;67;4840;12189;40;5
30417;17;77;4829;12139;40;4
30418;17;85;5069;12129;40;4
30419;17;89;4975;12119;40;3
30420;17;90;4818;12106;40;2
30421;17;67;5063;12079;40;1
30422;17;77;5021;12063;40;6
30423;17;70;5014;12056;40;3
30424;17;68;5049;12032;40;6
30425;17;69;5045;11985;40;3
30426;17;89;4928;11957;40;1
30427;17;76;5021;11955;40;4
30428;17;75;4887;11935;40;3
30429;17;85;5015;11923;40;2
30430;17;81;5039;11905;40;2
30431;17;90;4913;11889;40;2
30432;17;84;4854;11795;40;1
30433;17;71;4997;11695;40;5
30434;17;88;4847;11687;40;6
30435;17;93;5019;11683;40;6
30436;17;89;4778;11669;40;2
30437;17;83;4842;11657;40;5
30438;17;74;5062;11654;40;3
30439;17;67;4971;11639;40;5
30440;17;80;5065;11635;40;3
30441;17;72;4818;11591;40;4
30442;17;86;4774;11544;40;5
30443;17;77;4988;11535;40;6
30444;17;88;5002;11529;40;4
30445;17;71;4785;11427;40;5
30446;17;78;4803;11422;40;1
30447;17;73;4860;11404;40;3
30448;17;74;4889;11401;40;2
30449;17;93;5062;11377;40;2
30450;17;71;4915;11358;40;3
30451;17;84;5053;11337;40;1
30452;17;79;4914;11320;40;4
30453;17;72;4877;11309;40;3
30454;17;71;5111;11304;40;1
30455;17;75;5030;11253;40;3
30456;17;78;5065;11249;40;2
30457;17;70;5029;11212;40;4
30458;17;84;4844;11204;40;5
30459;17;77;5059;11196;40;5
30460;17;73;4834;11185;40;5
30461;17;68;4931;11136;40;2
30462;17;87;4772;11124;40;2
30463;17;72;4911;11107;40;3
30464;17;91;4897;11089;40;1
30465;17;82;5110;11070;40;2
30466;17;96;4820;11060;40;3
30467;17;96;4926;11032;40;6
30468;17;89;5017;11010;40;2
30469;17;87;4906;10986;40;5
30470;17;69;5085;10977;40;4
30471;17;90;4991;10927;40;4
30472;17;73;5085;10909;40;3
30473;17;97;5013;10880;40;3
30474;17;71;4936;10867;40;4
30475;17;81;4986;10807;40;2
30476;17;71;4948;10793;40;4
30477;17;89;5091;10759;40;6
30478;17;90;5045;10664;40;3
30479;17;94;4765;10644;40;2
30480;17;83;5086;10635;40;4
30481;17;91;5094;10589;40;2
30482;17;87;4908;10574;40;2
30483;17;76;4952;10528;40;6
30484;17;77;4760;10517;40;5
30485;17;95;4796;10459;40;6
30486;17;73;4932;10427;40;6
30487;17;83;5057;10411;40;3
30488;17;93;4776;10384;40;4
30489;17;83;4876;10376;40;4
30490;17;97;4965;10355;40;5
30491;17;90;4890;10323;40;6
30492;17;82;4822;10317;40;6
30493;17;67;4993;10303;40;2
30494;17;74;5078;10265;40;6
30495;17;78;5020;10263;40;5
30496;17;80;4830;10235;40;5
30497;17;90;5108;10205;40;5
30498;17;89;5024;10166;40;6
30499;17;71;5038;10150;40;2
30500;17;67;5029;10129;40;1
30501;17;75;4811;10125;40;5
30502;17;93;4927;10120;40;6
30503;17;93;4938;10093;40;6
30504;17;96;4753;10068;40;4
30505;17;83;4914;10066;40;6
30506;17;80;5073;10036;40;5
30507;17;96;4773;10034;40;1
30508;17;81;5103;10028;40;5
30509;17;96;5066;9946;40;6
30510;17;91;4970;9907;40;5
30511;17;70;4870;9902;40;4
30512;17;92;4778;9861;40;3
30513;17;74;5103;9840;40;5
30514;17;79;5104;9821;40;4
30515;17;82;5107;9818;40;3
30516;17;85;4899;9812;40;2
30517;17;96;4874;9810;40;5
30518;17;85;4972;9759;40;2
30519;17;88;4883;9712;40;6
30520;17;92;5080;9634;40;3
30521;17;76;5105;9621;40;2
30522;17;81;5095;9616;40;2
30523;17;78;4976;9607;40;1
30524;17;73;5039;9601;40;4
30525;17;87;5107;9585;40;4
30526;17;94;5110;9582;40;3
30527;17;92;4990;9555;40;3
30528;21;68;5025;10400;12;6
30529;21;71;4955;10389;12;5
30530;21;72;4839;10377;12;6
30531;21;82;4917;10339;12;1
30532;21;69;4860;10330;12;1
30533;21;97;4894;10283;12;5
30534;21;76;4950;10249;12;2
30535;21;97;5036;10236;12;3
30536;21;68;4953;10210;12;5
30537;21;73;4868;10172;12;4
30538;21;89;5024;10166;12;1
30539;21;95;4911;10164;12;5
30540;21;84;4814;10159;12;1
30541;21;76;5030;10151;12;2
30542;21;93;4927;10120;12;1
30543;21;96;4966;10081;12;2
30544;21;89;4772;10038;12;2
30545;21;75;4924;10032;12;4
30546;21;88;4992;10029;12;5
30547;21;81;5103;10028;12;5
30548;21;71;4834;10009;12;6
30549;21;72;4851;9986;12;3
30550;21;93;4885;9961;12;1
30551;21;80;4826;9923;12;6
30552;21;71;4789;9919;12;2
30553;21;94;5107;9915;12;6
30554;21;67;4982;9901;12;3
30555;21;67;4956;9860;12;3
30556;21;94;4855;9844;12;4
30557;21;84;4782;9806;12;6
30558;21;77;5064;9650;12;6
30559;21;91;5060;9649;12;2
30560;21;94;4948;9646;12;6
30561;21;67;4784;9524;12;6
30562;21;67;4878;9517;12;2
30563;21;88;4792;9479;12;4
30564;21;85;4811;9433;12;1
30565;21;67;5104;9418;12;5
30566;21;85;5081;9378;12;3
30567;21;88;5049;9366;12;1
30568;22;91;4820;12723;8;5
30569;22;94;5007;12672;8;3
30570;22;83;4911;12659;8;1
30571;22;85;4847;12639;8;2
30572;22;97;4796;12585;8;6
33112;36;88;5076;11600;720;5
33113;36;67;4883;11577;720;1
33114;36;73;5078;11530;720;1
33115;36;85;4958;11490;720;5
33116;36;88;5058;11475;720;2
33117;36;97;4808;11462;720;3
33118;36;67;4915;11420;720;2
33119;36;78;5052;11405;720;4
33120;36;82;5061;11392;720;4
33121;36;78;4869;11334;720;4
33122;36;71;5064;11291;720;4
33123;36;79;4953;11286;720;3
33124;36;87;4990;11231;720;2
33125;36;92;4803;11168;720;4
33126;36;71;5092;11120;720;3
33127;36;87;5100;11108;720;2
33128;36;71;4885;11075;720;6
33129;36;76;4807;11062;720;3
33130;36;92;4925;11046;720;1
33131;36;94;4863;11023;720;2
33132;36;68;5067;10985;720;4
33133;36;88;4951;10971;720;6
33134;36;84;5080;10933;720;4
33135;36;69;5037;10900;720;6
33136;36;70;4890;10885;720;2
33137;36;93;4907;10884;720;4
33138;36;88;4819;10869;720;3
33139;36;75;4813;10860;720;3
33140;36;92;4894;10836;720;3
33141;36;79;4848;10794;720;6
33142;36;97;4759;10779;720;2
33143;36;92;5054;10775;720;3
33144;36;93;4888;10751;720;2
33145;36;88;4820;10743;720;1
33146;36;93;4781;10632;720;1
33147;36;68;4883;10627;720;6
33148;36;96;4973;10623;720;4
33149;36;89;4823;10559;720;5
33150;36;75;4807;10453;720;3
33151;36;97;5008;10436;720;2
33152;36;75;5070;10433;720;4
33153;36;89;4953;10368;720;2
33154;36;71;4759;10360;720;3
33155;36;79;4807;10290;720;3
33156;36;74;4913;10207;720;2
33157;36;89;4819;10189;720;5
33158;36;81;4895;10128;720;1
33159;36;73;4795;10124;720;4
33160;36;92;4804;10058;720;6
33161;36;85;4891;10053;720;3
33162;36;88;4925;10049;720;5
33163;36;81;5103;10028;720;6
33164;36;96;4817;10024;720;6
33165;36;85;5029;9980;720;5
33166;36;74;5036;9973;720;6
33167;36;85;4901;9930;720;5
33168;36;80;4826;9923;720;3
33169;36;71;4789;9919;720;1
33170;36;90;5076;9905;720;5
33171;36;74;5053;9881;720;5
33172;36;93;4802;9817;720;3
33173;36;85;4899;9812;720;3
33174;36;88;4913;9785;720;2
33175;36;70;4769;9752;720;4
33176;36;67;5014;9710;720;6
33177;36;82;5036;9679;720;3
33178;36;91;5060;9649;720;3
33179;36;94;4842;9622;720;1
33180;36;95;4886;9618;720;1
33181;36;67;4869;9610;720;1
33182;36;94;5053;9565;720;3
33183;36;97;4767;9556;720;6
33184;36;85;4990;9529;720;4
33185;36;90;4904;9515;720;1
33186;36;88;4985;9501;720;3
33187;36;72;5059;9474;720;6
33188;36;80;4812;9425;720;4
33189;36;89;4913;9396;720;1
33190;36;88;5049;9366;720;1
33191;37;74;4926;12699;700;6
33192;37;71;4909;12694;700;1
33193;37;77;4763;12690;700;3
33194;37;91;4899;12681;700;3
33195;37;95;5095;12674;700;2
33196;37;67;5010;12650;700;3
33197;37;74;4810;12641;700;6
33198;37;93;5011;12594;700;6
33199;37;97;5016;12587;700;2
33200;37;69;5106;12555;700;3
33201;37;85;4908;12512;700;2
33202;37;93;5074;12460;700;5
33203;37;96;4898;12372;700;6
33204;37;72;5089;12321;700;2
33205;37;97;4912;12279;700;4
33206;37;86;4758;12245;700;2
33207;37;67;4884;12199;700;2
33208;37;75;4859;12178;700;6
33209;37;73;4812;12156;700;1
33210;37;77;4829;12139;700;3
33211;37;78;5081;12114;700;1
33212;37;86;5015;12104;700;1
33213;37;92;4897;12051;700;1
33214;37;75;4771;12047;700;2
33215;37;79;4779;12019;700;1
33216;37;73;4982;11974;700;4
33217;37;96;4865;11969;700;4
33218;37;94;4938;11968;700;6
33219;37;82;4770;11949;700;2
33220;37;77;4812;11932;700;4
33221;37;68;4998;11898;700;5
33222;37;84;4856;11863;700;2
33223;37;75;4950;11846;700;6
33224;37;85;4923;11812;700;2
33225;37;77;4987;11811;700;2
33226;37;67;5055;11791;700;3
33227;37;73;4958;11787;700;6
33228;37;95;4933;11784;700;6
33229;37;93;5033;11780;700;5
33230;37;68;4759;11752;700;2
33231;37;69;5037;11741;700;5
33232;37;88;4913;11732;700;3
33233;37;91;5071;11610;700;5
33234;37;73;4799;11579;700;6
33235;37;87;4906;11549;700;2
33236;37;96;4789;11536;700;2
33237;37;87;5040;11505;700;2
33238;37;91;5041;11463;700;6
33239;37;70;4882;11457;700;2
33240;37;79;4813;11445;700;6
33241;37;78;5030;11384;700;2
33242;37;88;4819;11379;700;1
33243;37;68;4930;11335;700;3
33244;37;77;4908;11279;700;2
33245;37;77;5080;11219;700;4
33246;37;79;4916;11184;700;3
33247;37;77;4920;11179;700;4
33248;37;81;4801;11139;700;3
33249;37;73;5098;11088;700;6
33250;37;93;5087;11079;700;4
33251;37;96;4864;11074;700;5
33252;37;79;4751;11066;700;5
33253;37;83;5097;11055;700;2
33254;37;92;4792;11038;700;5
33255;37;78;5032;10996;700;2
33256;37;88;4789;10954;700;6
33257;37;84;5080;10933;700;1
33258;37;81;4986;10807;700;1
33259;37;71;5083;10789;700;4
33260;37;95;5092;10695;700;5
33261;37;70;5074;10662;700;3
33262;37;76;4763;10652;700;3
33263;37;67;4988;10600;700;3
33264;37;89;4756;10579;700;5
33265;37;80;4994;10502;700;6
33266;37;73;4953;10388;700;2
33267;37;89;4876;10367;700;4
33268;37;77;4870;10346;700;4
33269;37;92;4818;10341;700;4
33270;37;97;4894;10283;700;4
33271;37;93;5083;10274;700;3
33272;37;69;4959;10271;700;6
33273;37;85;5049;10243;700;1
33274;37;71;4894;10179;700;1
33275;37;76;4791;10134;700;4
33276;37;96;4966;10081;700;3
33277;37;91;5057;10075;700;3
33278;37;72;4903;10074;700;5
33279;37;74;5036;9973;700;4
33280;37;75;4829;9952;700;3
33281;37;91;5029;9951;700;4
33282;37;84;4920;9948;700;6
33283;37;70;4997;9938;700;3
33284;37;77;4994;9935;700;2
33285;37;80;4826;9923;700;1
33286;37;90;4938;9921;700;5
33287;37;95;4789;9855;700;1
33288;37;68;4767;9830;700;1
33289;37;67;4891;9807;700;3
33290;37;89;5030;9797;700;4
33291;37;97;5092;9747;700;5
33292;37;91;4924;9739;700;6
33293;37;92;4957;9732;700;5
33294;37;82;4999;9699;700;2
33295;37;79;4899;9690;700;2
33296;37;80;4895;9678;700;1
33297;37;85;4985;9668;700;3
33298;37;91;5060;9649;700;2
33299;37;96;4765;9645;700;6
33300;37;69;4812;9559;700;3
33301;37;80;5077;9520;700;2
33302;37;89;4813;9490;700;5
33303;37;76;4921;9482;700;4
33304;37;96;5092;9456;700;4
33305;37;83;4954;9448;700;1
33306;37;90;4945;9444;700;5
33307;37;71;5099;9437;700;5
33308;37;76;4764;9406;700;2
33309;37;75;4857;9397;700;4
33310;37;70;4794;9388;700;6
33311;37;74;4934;9376;700;5
33312;37;72;4749;9370;700;4
33313;37;95;4850;9369;700;5
33314;38;96;4966;12711;700;1
33315;38;68;4910;12708;700;2
33316;38;83;4916;12700;700;2
33317;38;81;4961;12660;700;6
33318;38;74;4810;12641;700;2
33319;38;80;4975;12640;700;2
33320;38;90;4954;12589;700;5
33321;38;97;5016;12587;700;1
33322;38;86;4778;12546;700;4
33323;38;90;4938;12543;700;2
33324;38;87;4891;12529;700;5
33325;38;95;4846;12493;700;3
33326;38;75;4756;12483;700;6
33327;38;94;5108;12431;700;5
33328;38;87;4795;12397;700;2
33329;38;80;4822;12381;700;4
33330;38;92;5055;12286;700;4
33331;38;73;5007;12222;700;2
33332;38;67;4884;12199;700;2
33333;38;96;4950;12112;700;1
33334;38;68;5010;12102;700;6
33335;38;85;5077;12088;700;5
33336;38;87;5088;12024;700;6
33337;38;68;4800;12009;700;4
33338;38;84;4811;12002;700;6
33339;38;88;4882;11983;700;4
33340;38;93;4920;11975;700;2
33341;38;97;4886;11967;700;5
33342;38;81;5074;11948;700;3
33343;38;94;4907;11946;700;5
33344;38;88;5031;11937;700;6
35674;18;96;5229;14965;4;1
35675;18;85;5148;14964;4;1
35676;18;70;5359;14953;4;1
35677;18;93;5245;14892;4;5
35678;18;86;5208;14867;4;6
35679;18;95;5231;14814;4;3
35680;18;87;5134;14802;4;5
35681;18;71;5166;14788;4;5
35682;18;78;5115;14771;4;4
35683;18;68;5304;14723;4;5
35684;18;91;5183;14676;4;1
35685;18;73;5217;14671;4;5
35686;18;96;5477;14670;4;1
35687;18;84;5204;14649;4;2
35688;18;77;5477;14637;4;6
35689;18;89;5178;14626;4;2
35690;18;76;5385;14621;4;4
35691;18;93;5115;14615;4;4
35692;18;95;5190;14572;4;3
35693;18;95;5148;14555;4;4
35694;18;77;5127;14553;4;2
35695;18;70;5256;14551;4;5
35696;18;72;5283;14539;4;4
35697;18;72;5262;14520;4;3
35698;18;75;5180;14518;4;2
35699;18;94;5158;14494;4;4
35700;18;90;5471;14485;4;2
35701;18;76;5126;14480;4;3
35702;18;86;5146;14379;4;5
35703;18;92;5371;14349;4;3
35704;18;76;5200;14348;4;4
35705;18;76;5285;14308;4;6
35706;18;74;5436;14259;4;5
35707;18;88;5168;14240;4;3
35708;18;71;5416;14218;4;6
35709;18;77;5372;14164;4;2
35710;18;76;5425;14153;4;3
35711;18;91;5444;14146;4;6
35712;18;74;5222;14140;4;2
35713;18;94;5396;14134;4;6
35714;18;88;5473;14127;4;2
35715;18;71;5412;14087;4;3
35716;18;84;5151;14067;4;6
35717;18;76;5315;14027;4;1
35718;18;93;5327;14024;4;2
35719;18;95;5190;13995;4;2
35720;18;68;5270;13993;4;3
35721;18;67;5437;13989;4;1
35722;18;73;5247;13982;4;2
35723;18;97;5231;13977;4;4
35724;18;85;5249;13900;4;4
35725;18;85;5191;13879;4;6
35726;18;93;5371;13860;4;3
35727;18;84;5427;13837;4;4
35728;18;92;5192;13809;4;6
35729;18;67;5439;13795;4;6
35730;18;92;5137;13744;4;5
35731;18;83;5151;13727;4;6
35732;18;73;5394;13722;4;3
35733;18;80;5197;13721;4;6
35734;18;70;5131;13720;4;6
35735;18;97;5177;13703;4;6
35736;18;82;5372;13694;4;2
35737;18;95;5239;13690;4;5
35738;18;77;5135;13679;4;1
35739;18;93;5194;13672;4;5
35740;18;86;5242;13662;4;6
35741;18;90;5154;13650;4;1
35742;18;68;5392;13635;4;1
35743;18;96;5419;13627;4;4
35744;18;69;5285;13614;4;1
35745;18;79;5364;13591;4;6
35746;18;78;5469;13557;4;4
35747;18;74;5474;13538;4;2
35748;18;84;5156;13519;4;2
35749;18;75;5434;13509;4;3
35750;18;82;5279;13492;4;5
35751;18;90;5385;13452;4;6
35752;18;75;5267;13392;4;6
35753;18;97;5476;13370;4;4
35754;18;86;5463;13369;4;2
35755;18;74;5283;13282;4;3
35756;18;73;5407;13279;4;6
35757;18;69;5352;13247;4;2
35758;18;87;5354;13192;4;6
35759;18;70;5127;13180;4;6
35760;18;73;5210;13177;4;5
35761;18;74;5417;13168;4;2
35762;18;97;5227;13133;4;5
35763;18;71;5365;13130;4;1
35764;18;79;5354;13124;4;4
35765;18;86;5329;13077;4;1
35766;18;96;5187;13069;4;2
35767;18;73;5188;13065;4;5
35768;18;97;5243;13063;4;4
35769;18;84;5202;13054;4;2
35770;18;88;5417;13048;4;4
35771;18;72;5283;13032;4;3
35772;18;95;5447;12933;4;5
35773;18;96;5149;12927;4;2
35774;18;84;5382;12922;4;5
35775;18;92;5453;12914;4;4
35776;18;82;5272;12841;4;6
35777;18;80;5468;12825;4;5
35778;18;96;5377;12809;4;2
35779;65;69;5329;15842;40;3
35780;65;68;5444;15826;40;2
35781;65;77;5280;15820;40;5
